run [pow 10]	solution val	
1659	0.221641	
1660	0.221609	
1661	0.221603	
1662	0.221569	
1663	0.221546	
1664	0.221512	
1665	0.221495	
1666	0.221474	
1667	0.221461	
1668	0.221435	
1669	0.221446	
1670	0.221475	
1671	0.22146	
1672	0.221475	
1673	0.221451	
1674	0.221444	
1675	0.221426	
1676	0.221409	
1677	0.221421	
1678	0.221398	
1679	0.221368	
1680	0.221353	
1681	0.221365	
1682	0.221389	
1683	0.221359	
1684	0.221335	
1685	0.221388	
1686	0.221425	
1687	0.221418	
1688	0.221413	
1689	0.221396	
1690	0.221382	
1691	0.221394	
1692	0.221445	
1693	0.221445	
1694	0.221481	
1695	0.221555	
1696	0.221582	
1697	0.22155	
1698	0.221613	
1699	0.221623	
1700	0.221644	
1701	0.221641	
1702	0.221625	
1703	0.221604	
1704	0.221572	
1705	0.221556	
1706	0.221522	
1707	0.22157	
1708	0.221538	
1709	0.221515	
1710	0.221511	
1711	0.22149	
1712	0.221462	
1713	0.221463	
1714	0.221449	
1715	0.221429	
1716	0.221421	
1717	0.221429	
1718	0.22141	
1719	0.221407	
1720	0.221416	
1721	0.221421	
1722	0.221423	
1723	0.221456	
1724	0.221514	
1725	0.221499	
1726	0.221489	
1727	0.221492	
1728	0.221531	
1729	0.221561	
1730	0.221541	
1731	0.221574	
1732	0.221552	
1733	0.221558	
1734	0.221555	
1735	0.22163	
1736	0.2216	
1737	0.221604	
1738	0.221617	
1739	0.221641	
1740	0.221672	
1741	0.22165	
1742	0.221641	
1743	0.221611	
1744	0.22162	
1745	0.221703	
1746	0.221683	
1747	0.221674	
1748	0.221648	
1749	0.221678	
1750	0.221718	
1751	0.221727	
1752	0.221739	
1753	0.221757	
1754	0.221766	
1755	0.221742	
1756	0.221742	
1757	0.221716	
1758	0.22172	
1759	0.221704	
1760	0.221744	
1761	0.221759	
1762	0.221746	
1763	0.221732	
1764	0.22178	
1765	0.22178	
1766	0.221774	
1767	0.221851	
1768	0.221837	
1769	0.221819	
1770	0.221789	
1771	0.22178	
1772	0.221799	
1773	0.221788	
1774	0.22182	
1775	0.22181	
1776	0.22182	
1777	0.22183	
1778	0.221847	
1779	0.221821	
1780	0.221826	
1781	0.221799	
1782	0.221808	
1783	0.221801	
1784	0.221794	
1785	0.221771	
1786	0.221749	
1787	0.221723	
1788	0.221776	
1789	0.221767	
1790	0.221749	
1791	0.221746	
1792	0.221728	
1793	0.221731	
1794	0.2217	
1795	0.221692	
1796	0.221714	
1797	0.221757	
1798	0.221802	
1799	0.221833	
1800	0.221825	
1801	0.221799	
1802	0.221781	
1803	0.22176	
1804	0.221738	
1805	0.221746	
1806	0.221748	
1807	0.221738	
1808	0.221713	
1809	0.221701	
1810	0.221734	
1811	0.221713	
1812	0.221685	
1813	0.221659	
1814	0.221669	
1815	0.221653	
1816	0.221752	
1817	0.221725	
1818	0.221695	
1819	0.221675	
1820	0.221674	
1821	0.22168	
1822	0.221693	
1823	0.221692	
1824	0.221703	
1825	0.221685	
1826	0.221724	
1827	0.221703	
1828	0.221675	
1829	0.2217	
1830	0.221677	
1831	0.221703	
1832	0.221682	
1833	0.221658	
1834	0.221628	
1835	0.221601	
1836	0.221587	
1837	0.221571	
1838	0.22155	
1839	0.221529	
1840	0.221501	
1841	0.221552	
1842	0.221534	
1843	0.221514	
1844	0.221506	
1845	0.221537	
1846	0.221521	
1847	0.221495	
1848	0.221467	
1849	0.221456	
1850	0.221488	
1851	0.221469	
1852	0.221457	
1853	0.22143	
1854	0.221403	
1855	0.221435	
1856	0.221421	
1857	0.221532	
1858	0.221526	
1859	0.221581	
1860	0.221577	
1861	0.221578	
1862	0.221573	
1863	0.221608	
1864	0.221619	
1865	0.221636	
1866	0.221644	
1867	0.221617	
1868	0.221667	
1869	0.221654	
1870	0.221648	
1871	0.221643	
1872	0.221694	
1873	0.221687	
1874	0.221709	
1875	0.221698	
1876	0.221669	
1877	0.22166	
1878	0.221646	
1879	0.221691	
1880	0.221696	
1881	0.221753	
1882	0.221771	
1883	0.221745	
1884	0.221753	
1885	0.221753	
1886	0.221729	
1887	0.221703	
1888	0.221675	
1889	0.221689	
1890	0.221692	
1891	0.221693	
1892	0.221668	
1893	0.22165	
1894	0.221651	
1895	0.221628	
1896	0.221649	
1897	0.221623	
1898	0.221689	
1899	0.221674	
1900	0.221659	
1901	0.221681	
1902	0.221667	
1903	0.221651	
1904	0.221653	
1905	0.221684	
1906	0.221678	
1907	0.221656	
1908	0.221661	
1909	0.221711	
1910	0.221701	
1911	0.221727	
1912	0.221727	
1913	0.221722	
1914	0.2217	
1915	0.22167	
1916	0.221646	
1917	0.221646	
1918	0.221635	
1919	0.221647	
1920	0.221622	
1921	0.221635	
1922	0.221695	
1923	0.221679	
1924	0.221658	
1925	0.221639	
1926	0.22163	
1927	0.221626	
1928	0.221621	
1929	0.221676	
1930	0.221731	
1931	0.221703	
1932	0.221688	
1933	0.221732	
1934	0.221751	
1935	0.221734	
1936	0.221775	
1937	0.221774	
1938	0.221764	
1939	0.221756	
1940	0.22175	
1941	0.221742	
1942	0.221723	
1943	0.221747	
1944	0.221733	
1945	0.221734	
1946	0.221707	
1947	0.221706	
1948	0.221679	
1949	0.221698	
1950	0.221688	
1951	0.221692	
1952	0.22169	
1953	0.221678	
1954	0.221661	
1955	0.221671	
1956	0.221652	
1957	0.221684	
1958	0.221706	
1959	0.221711	
1960	0.221691	
1961	0.221721	
1962	0.221782	
1963	0.221785	
1964	0.221833	
1965	0.221841	
1966	0.221832	
1967	0.221848	
1968	0.221823	
1969	0.221848	
1970	0.22186	
1971	0.221847	
1972	0.221865	
1973	0.221856	
1974	0.22184	
1975	0.22188	
1976	0.221854	
1977	0.221845	
1978	0.221835	
1979	0.221811	
1980	0.221808	
1981	0.221844	
1982	0.22183	
1983	0.22182	
1984	0.221819	
1985	0.221797	
1986	0.221775	
1987	0.221767	
1988	0.221744	
1989	0.221784	
1990	0.221787	
1991	0.221765	
1992	0.221764	
1993	0.221743	
1994	0.221793	
1995	0.221846	
1996	0.221835	
1997	0.221843	
1998	0.221823	
1999	0.221806	
2000	0.22179	
2001	0.221765	
2002	0.221802	
2003	0.221811	
2004	0.221822	
2005	0.221844	
2006	0.221826	
2007	0.221806	
2008	0.221797	
2009	0.221807	
2010	0.22179	
2011	0.221785	
2012	0.221774	
2013	0.221749	
2014	0.221746	
2015	0.221745	
2016	0.221739	
2017	0.221741	
2018	0.221721	
2019	0.221694	
2020	0.221697	
2021	0.221703	
2022	0.221716	
2023	0.221704	
2024	0.221709	
2025	0.221718	
2026	0.221765	
2027	0.221745	
2028	0.221732	
2029	0.221774	
2030	0.221807	
2031	0.221823	
2032	0.221844	
2033	0.221817	
2034	0.221854	
2035	0.221843	
2036	0.221822	
2037	0.221821	
2038	0.221798	
2039	0.221781	
2040	0.221754	
2041	0.221737	
2042	0.221714	
2043	0.221733	
2044	0.221726	
2045	0.221714	
2046	0.221702	
2047	0.221695	
2048	0.221755	
2049	0.221735	
2050	0.221765	
2051	0.221748	
2052	0.221743	
2053	0.221755	
2054	0.221756	
2055	0.221809	
2056	0.221832	
2057	0.22184	
2058	0.22184	
2059	0.221825	
2060	0.221801	
2061	0.221775	
2062	0.221773	
2063	0.221753	
2064	0.221729	
2065	0.221719	
2066	0.221703	
2067	0.221702	
2068	0.221722	
2069	0.221714	
2070	0.22169	
2071	0.221673	
2072	0.221647	
2073	0.221623	
2074	0.22163	
2075	0.221607	
2076	0.221616	
2077	0.221603	
2078	0.221615	
2079	0.221611	
2080	0.221602	
2081	0.221578	
2082	0.221627	
2083	0.221658	
2084	0.221652	
2085	0.221657	
2086	0.221652	
2087	0.221641	
2088	0.221633	
2089	0.221611	
2090	0.221607	
2091	0.221588	
2092	0.221579	
2093	0.22158	
2094	0.221569	
2095	0.22155	
2096	0.22156	
2097	0.221562	
2098	0.221591	
2099	0.221576	
2100	0.221552	
2101	0.221554	
2102	0.22153	
2103	0.221544	
2104	0.221556	
2105	0.22154	
2106	0.221541	
2107	0.221567	
2108	0.221561	
2109	0.221567	
2110	0.221544	
2111	0.221524	
2112	0.22153	
2113	0.221515	
2114	0.221501	
2115	0.22155	
2116	0.221575	
2117	0.221561	
2118	0.221562	
2119	0.22154	
2120	0.221516	
2121	0.221529	
2122	0.221573	
2123	0.221588	
2124	0.221572	
2125	0.221547	
2126	0.221545	
2127	0.221535	
2128	0.221529	
2129	0.22155	
2130	0.22153	
2131	0.221512	
2132	0.22156	
2133	0.221547	
2134	0.22153	
2135	0.221512	
2136	0.221511	
2137	0.22156	
2138	0.221559	
2139	0.221547	
2140	0.221535	
2141	0.221519	
2142	0.221499	
2143	0.221485	
2144	0.221481	
2145	0.221505	
2146	0.221481	
2147	0.221467	
2148	0.221512	
2149	0.221499	
2150	0.221482	
2151	0.221463	
2152	0.221465	
2153	0.221443	
2154	0.221425	
2155	0.221439	
2156	0.221446	
2157	0.221423	
2158	0.221409	
2159	0.221384	
2160	0.221413	
2161	0.221484	
2162	0.221487	
2163	0.221478	
2164	0.221468	
2165	0.221458	
2166	0.221447	
2167	0.221466	
2168	0.22145	
2169	0.221458	
2170	0.221444	
2171	0.221424	
2172	0.221409	
2173	0.221401	
2174	0.221417	
2175	0.221421	
2176	0.221429	
2177	0.221423	
2178	0.221404	
2179	0.221443	
2180	0.221448	
2181	0.22145	
2182	0.221468	
2183	0.221473	
2184	0.221459	
2185	0.221436	
2186	0.221416	
2187	0.221433	
2188	0.221433	
2189	0.221412	
2190	0.221393	
2191	0.221371	
2192	0.221351	
2193	0.221327	
2194	0.22133	
2195	0.221315	
2196	0.221305	
2197	0.221313	
2198	0.221289	
2199	0.221265	
2200	0.221263	
2201	0.221289	
2202	0.221294	
2203	0.221307	
2204	0.221283	
2205	0.221284	
2206	0.221309	
2207	0.221299	
2208	0.221282	
2209	0.221284	
2210	0.221267	
2211	0.22126	
2212	0.221279	
2213	0.221281	
2214	0.221277	
2215	0.221294	
2216	0.221287	
2217	0.221292	
2218	0.221272	
2219	0.221249	
2220	0.221245	
2221	0.221221	
2222	0.221204	
2223	0.221188	
2224	0.221176	
2225	0.221178	
2226	0.221176	
2227	0.221157	
2228	0.221208	
2229	0.221224	
2230	0.221247	
2231	0.221264	
2232	0.221257	
2233	0.221245	
2234	0.221254	
2235	0.221251	
2236	0.221249	
2237	0.221246	
2238	0.221277	
2239	0.221258	
2240	0.221235	
2241	0.221219	
2242	0.221217	
2243	0.221202	
2244	0.221177	
2245	0.221171	
2246	0.22117	
2247	0.221154	
2248	0.221158	
2249	0.221164	
2250	0.221173	
2251	0.221171	
2252	0.221187	
2253	0.22118	
2254	0.221172	
2255	0.221182	
2256	0.221188	
2257	0.221191	
2258	0.221204	
2259	0.221223	
2260	0.221211	
2261	0.221263	
2262	0.221273	
2263	0.221288	
2264	0.221279	
2265	0.221272	
2266	0.221262	
2267	0.221242	
2268	0.221246	
2269	0.221266	
2270	0.221259	
2271	0.221251	
2272	0.221271	
2273	0.221271	
2274	0.221254	
2275	0.221241	
2276	0.22126	
2277	0.221302	
2278	0.221292	
2279	0.221293	
2280	0.221274	
2281	0.221269	
2282	0.221264	
2283	0.221261	
2284	0.221259	
2285	0.221241	
2286	0.221217	
2287	0.221216	
2288	0.221236	
2289	0.221226	
2290	0.221222	
2291	0.221214	
2292	0.221283	
2293	0.221274	
2294	0.221263	
2295	0.221244	
2296	0.221224	
2297	0.221237	
2298	0.221224	
2299	0.221224	
2300	0.221247	
2301	0.221238	
2302	0.22124	
2303	0.221263	
2304	0.221313	
2305	0.221351	
2306	0.221339	
2307	0.221375	
2308	0.22136	
2309	0.221355	
2310	0.221358	
2311	0.221355	
2312	0.221351	
2313	0.22134	
2314	0.221339	
2315	0.221362	
2316	0.221351	
2317	0.221337	
2318	0.221331	
2319	0.221316	
2320	0.221317	
2321	0.221324	
2322	0.221329	
2323	0.221369	
2324	0.22141	
2325	0.221389	
2326	0.22139	
2327	0.22138	
2328	0.221365	
2329	0.221372	
2330	0.221393	
2331	0.221392	
2332	0.221444	
2333	0.221421	
2334	0.221399	
2335	0.221405	
2336	0.221411	
2337	0.221404	
2338	0.221418	
2339	0.2214	
2340	0.221387	
2341	0.221368	
2342	0.221385	
2343	0.221375	
2344	0.221398	
2345	0.221387	
2346	0.221383	
2347	0.221386	
2348	0.221403	
2349	0.221451	
2350	0.221437	
2351	0.221434	
2352	0.221435	
2353	0.221429	
2354	0.221415	
2355	0.221414	
2356	0.221397	
2357	0.221403	
2358	0.221381	
2359	0.221378	
2360	0.221367	
2361	0.221401	
2362	0.22138	
2363	0.221366	
2364	0.221343	
2365	0.221355	
2366	0.221357	
2367	0.221352	
2368	0.221356	
2369	0.221366	
2370	0.221349	
2371	0.221399	
2372	0.221376	
2373	0.221364	
2374	0.221353	
2375	0.221396	
2376	0.221378	
2377	0.221409	
2378	0.221439	
2379	0.221415	
2380	0.221425	
2381	0.221457	
2382	0.221441	
2383	0.221435	
2384	0.221419	
2385	0.221403	
2386	0.221391	
2387	0.221402	
2388	0.221379	
2389	0.221381	
2390	0.221401	
2391	0.22144	
2392	0.221446	
2393	0.221461	
2394	0.221515	
2395	0.221579	
2396	0.221606	
2397	0.221588	
2398	0.221626	
2399	0.221641	
2400	0.221635	
2401	0.221616	
2402	0.221595	
2403	0.221574	
2404	0.221553	
2405	0.22157	
2406	0.221567	
2407	0.221545	
2408	0.221552	
2409	0.22157	
2410	0.221558	
2411	0.221575	
2412	0.221581	
2413	0.221595	
2414	0.221606	
2415	0.221592	
2416	0.221621	
2417	0.221661	
2418	0.221662	
2419	0.221652	
2420	0.22163	
2421	0.221638	
2422	0.221624	
2423	0.221633	
2424	0.221616	
2425	0.221642	
2426	0.221627	
2427	0.221608	
2428	0.221596	
2429	0.221588	
2430	0.221581	
2431	0.221604	
2432	0.221596	
2433	0.221587	
2434	0.221578	
2435	0.221559	
2436	0.221559	
2437	0.221548	
2438	0.221536	
2439	0.22152	
2440	0.221553	
2441	0.221535	
2442	0.221568	
2443	0.221549	
2444	0.221527	
2445	0.221517	
2446	0.221521	
2447	0.221509	
2448	0.221499	
2449	0.221524	
2450	0.22153	
2451	0.221537	
2452	0.221524	
2453	0.221537	
2454	0.22154	
2455	0.221554	
2456	0.221554	
2457	0.22158	
2458	0.221567	
2459	0.2216	
2460	0.221578	
2461	0.221576	
2462	0.221588	
2463	0.221568	
2464	0.221573	
2465	0.221559	
2466	0.221563	
2467	0.22156	
2468	0.221547	
2469	0.22153	
2470	0.221549	
2471	0.221552	
2472	0.221561	
2473	0.221558	
2474	0.221537	
2475	0.221519	
2476	0.221511	
2477	0.221502	
2478	0.221485	
2479	0.221488	
2480	0.221468	
2481	0.221494	
2482	0.221475	
2483	0.22147	
2484	0.221448	
2485	0.221431	
2486	0.221426	
2487	0.221411	
2488	0.221398	
2489	0.221386	
2490	0.22139	
2491	0.221407	
2492	0.221398	
2493	0.221412	
2494	0.22143	
2495	0.221448	
2496	0.221484	
2497	0.221495	
2498	0.221497	
2499	0.221529	
2500	0.221526	
2501	0.221573	
2502	0.221595	
2503	0.221621	
2504	0.221617	
2505	0.221657	
2506	0.221693	
2507	0.221692	
2508	0.221682	
2509	0.221666	
2510	0.22167	
2511	0.221663	
2512	0.221645	
2513	0.22163	
2514	0.221649	
2515	0.221661	
2516	0.221647	
2517	0.221655	
2518	0.221638	
2519	0.221628	
2520	0.221633	
2521	0.221621	
2522	0.221639	
2523	0.221628	
2524	0.221609	
2525	0.221597	
2526	0.22159	
2527	0.221572	
2528	0.221573	
2529	0.221577	
2530	0.221559	
2531	0.221556	
2532	0.221588	
2533	0.221569	
2534	0.221556	
2535	0.221588	
2536	0.22158	
2537	0.221588	
2538	0.221571	
2539	0.221582	
2540	0.221566	
2541	0.221559	
2542	0.221543	
2543	0.22157	
2544	0.221588	
2545	0.221577	
2546	0.221565	
2547	0.221576	
2548	0.221587	
2549	0.22158	
2550	0.221583	
2551	0.221563	
2552	0.221552	
2553	0.221531	
2554	0.22153	
2555	0.221558	
2556	0.221562	
2557	0.221549	
2558	0.221615	
2559	0.221607	
2560	0.221591	
2561	0.221595	
2562	0.221606	
2563	0.22163	
2564	0.221623	
2565	0.221626	
2566	0.221624	
2567	0.221636	
2568	0.221625	
2569	0.221624	
2570	0.221634	
2571	0.22162	
2572	0.221606	
2573	0.221588	
2574	0.22157	
2575	0.221607	
2576	0.22167	
2577	0.221652	
2578	0.221643	
2579	0.221635	
2580	0.221645	
2581	0.221653	
2582	0.22169	
2583	0.22168	
2584	0.221678	
2585	0.221664	
2586	0.221665	
2587	0.221653	
2588	0.22164	
2589	0.22163	
2590	0.221612	
2591	0.221594	
2592	0.221574	
2593	0.221573	
2594	0.221554	
2595	0.221558	
2596	0.221569	
2597	0.221557	
2598	0.221578	
2599	0.221572	
2600	0.22157	
2601	0.221603	
2602	0.221582	
2603	0.221565	
2604	0.221582	
2605	0.221567	
2606	0.221562	
2607	0.221553	
2608	0.221562	
2609	0.221545	
2610	0.221556	
2611	0.221568	
2612	0.221563	
2613	0.221546	
2614	0.22153	
2615	0.221517	
2616	0.22151	
2617	0.221488	
2618	0.221473	
2619	0.221466	
2620	0.221483	
2621	0.221496	
2622	0.221504	
2623	0.22151	
2624	0.221496	
2625	0.221504	
2626	0.221509	
2627	0.221548	
2628	0.221535	
2629	0.221516	
2630	0.22151	
2631	0.221497	
2632	0.2215	
2633	0.22148	
2634	0.221467	
2635	0.221479	
2636	0.221502	
2637	0.221496	
2638	0.221507	
2639	0.221497	
2640	0.22151	
2641	0.221546	
2642	0.221557	
2643	0.221538	
2644	0.221527	
2645	0.22153	
2646	0.221518	
2647	0.221508	
2648	0.221492	
2649	0.221473	
2650	0.221463	
2651	0.221443	
2652	0.221432	
2653	0.221431	
2654	0.221455	
2655	0.221439	
2656	0.221427	
2657	0.22141	
2658	0.221396	
2659	0.22138	
2660	0.221371	
2661	0.221409	
2662	0.22142	
2663	0.221408	
2664	0.221407	
2665	0.221392	
2666	0.221379	
2667	0.221361	
2668	0.221355	
2669	0.221356	
2670	0.221346	
2671	0.221336	
2672	0.221327	
2673	0.221326	
2674	0.221314	
2675	0.221324	
2676	0.221319	
2677	0.221315	
2678	0.2213	
2679	0.221301	
2680	0.221301	
2681	0.221308	
2682	0.221316	
2683	0.221322	
2684	0.221304	
2685	0.221305	
2686	0.221339	
2687	0.221318	
2688	0.221316	
2689	0.221307	
2690	0.22134	
2691	0.221321	
2692	0.221308	
2693	0.221301	
2694	0.22129	
2695	0.221277	
2696	0.221295	
2697	0.221289	
2698	0.221273	
2699	0.221283	
2700	0.221264	
2701	0.221254	
2702	0.221238	
2703	0.221249	
2704	0.221244	
2705	0.221245	
2706	0.221225	
2707	0.221209	
2708	0.221204	
2709	0.221268	
2710	0.221247	
2711	0.221243	
2712	0.22124	
2713	0.221251	
2714	0.221231	
2715	0.221222	
2716	0.221216	
2717	0.221213	
2718	0.22122	
2719	0.2212	
2720	0.221185	
2721	0.221166	
2722	0.221147	
2723	0.221141	
2724	0.221128	
2725	0.221157	
2726	0.221177	
2727	0.221182	
2728	0.22117	
2729	0.22116	
2730	0.221162	
2731	0.221172	
2732	0.221159	
2733	0.221154	
2734	0.221134	
2735	0.221123	
2736	0.221137	
2737	0.221121	
2738	0.221122	
2739	0.221132	
2740	0.221136	
2741	0.221162	
2742	0.221165	
2743	0.221152	
2744	0.221165	
2745	0.221154	
2746	0.221142	
2747	0.221144	
2748	0.221132	
2749	0.221127	
2750	0.221111	
2751	0.221095	
2752	0.221077	
2753	0.22112	
2754	0.221137	
2755	0.221118	
2756	0.221149	
2757	0.221193	
2758	0.221182	
2759	0.221165	
2760	0.221166	
2761	0.221191	
2762	0.221195	
2763	0.221176	
2764	0.221166	
2765	0.221165	
2766	0.221167	
2767	0.221166	
2768	0.221163	
2769	0.221162	
2770	0.221165	
2771	0.221156	
2772	0.221147	
2773	0.221135	
2774	0.221119	
2775	0.2211	
2776	0.221083	
2777	0.221086	
2778	0.221087	
2779	0.221111	
2780	0.221097	
2781	0.221079	
2782	0.221064	
2783	0.221046	
2784	0.221041	
2785	0.221048	
2786	0.221056	
2787	0.221052	
2788	0.221044	
2789	0.221027	
2790	0.221021	
2791	0.22107	
2792	0.221142	
2793	0.221125	
2794	0.221107	
2795	0.221096	
2796	0.221123	
2797	0.221103	
2798	0.221089	
2799	0.221088	
2800	0.22108	
2801	0.221063	
2802	0.221071	
2803	0.221065	
2804	0.22105	
2805	0.221059	
2806	0.221096	
2807	0.221092	
2808	0.221101	
2809	0.221083	
2810	0.221067	
2811	0.221065	
2812	0.22106	
2813	0.221106	
2814	0.221098	
2815	0.221098	
2816	0.221102	
2817	0.221134	
2818	0.22114	
2819	0.221126	
2820	0.221115	
2821	0.221097	
2822	0.221081	
2823	0.221083	
2824	0.22113	
2825	0.221146	
2826	0.221131	
2827	0.221127	
2828	0.221111	
2829	0.221092	
2830	0.22108	
2831	0.22106	
2832	0.221043	
2833	0.221028	
2834	0.221026	
2835	0.22102	
2836	0.221021	
2837	0.221004	
2838	0.220985	
2839	0.220972	
2840	0.220953	
2841	0.220961	
2842	0.220985	
2843	0.221002	
2844	0.220992	
2845	0.220995	
2846	0.22101	
2847	0.221008	
2848	0.221004	
2849	0.221018	
2850	0.22104	
2851	0.221073	
2852	0.221104	
2853	0.221119	
2854	0.22113	
2855	0.221115	
2856	0.221096	
2857	0.221103	
2858	0.221092	
2859	0.221078	
2860	0.221063	
2861	0.221063	
2862	0.221045	
2863	0.221028	
2864	0.221014	
2865	0.221031	
2866	0.221025	
2867	0.221007	
2868	0.220996	
2869	0.22099	
2870	0.220973	
2871	0.220967	
2872	0.220961	
2873	0.220978	
2874	0.220979	
2875	0.220973	
2876	0.220956	
2877	0.221001	
2878	0.221026	
2879	0.221049	
2880	0.221045	
2881	0.221036	
2882	0.221066	
2883	0.221077	
2884	0.221063	
2885	0.221062	
2886	0.221048	
2887	0.221035	
2888	0.221054	
2889	0.221055	
2890	0.22111	
2891	0.2211	
2892	0.221093	
2893	0.221102	
2894	0.221086	
2895	0.22109	
2896	0.221078	
2897	0.221071	
2898	0.221053	
2899	0.221053	
2900	0.221057	
2901	0.22104	
2902	0.221028	
2903	0.221029	
2904	0.221031	
2905	0.22102	
2906	0.221042	
2907	0.221025	
2908	0.221034	
2909	0.221038	
2910	0.221019	
2911	0.22102	
2912	0.221045	
2913	0.221052	
2914	0.221039	
2915	0.221029	
2916	0.221017	
2917	0.221052	
2918	0.221047	
2919	0.221063	
2920	0.221052	
2921	0.221038	
2922	0.221035	
2923	0.221048	
2924	0.221035	
2925	0.221019	
2926	0.221027	
2927	0.221022	
2928	0.221014	
2929	0.22101	
2930	0.221	
2931	0.221003	
2932	0.220999	
2933	0.220985	
2934	0.220976	
2935	0.220961	
2936	0.220949	
2937	0.220937	
2938	0.220933	
2939	0.22095	
2940	0.220956	
2941	0.220951	
2942	0.220976	
2943	0.220961	
2944	0.220956	
2945	0.22094	
2946	0.220939	
2947	0.220937	
2948	0.220932	
2949	0.220961	
2950	0.220973	
2951	0.220967	
2952	0.22103	
2953	0.221018	
2954	0.221002	
2955	0.220987	
2956	0.220973	
2957	0.22102	
2958	0.22102	
2959	0.221048	
2960	0.221045	
2961	0.221033	
2962	0.221041	
2963	0.221026	
2964	0.221016	
2965	0.221031	
2966	0.221026	
2967	0.221014	
2968	0.221019	
2969	0.221031	
2970	0.221023	
2971	0.221051	
2972	0.221042	
2973	0.221055	
2974	0.22107	
2975	0.221057	
2976	0.221066	
2977	0.221056	
2978	0.221058	
2979	0.221076	
2980	0.221064	
2981	0.221055	
2982	0.221087	
2983	0.221075	
2984	0.2211	
2985	0.221117	
2986	0.221108	
2987	0.221115	
2988	0.221111	
2989	0.221118	
2990	0.2211	
2991	0.22111	
2992	0.221113	
2993	0.221135	
2994	0.22113	
2995	0.221154	
2996	0.221171	
2997	0.221186	
2998	0.221202	
2999	0.221186	
3000	0.221211	
3001	0.221228	
3002	0.221255	
3003	0.221262	
3004	0.221293	
3005	0.221314	
3006	0.221302	
3007	0.221294	
3008	0.221278	
3009	0.22128	
3010	0.221274	
3011	0.22133	
3012	0.221321	
3013	0.221311	
3014	0.221293	
3015	0.221303	
3016	0.221285	
3017	0.221273	
3018	0.221262	
3019	0.221253	
3020	0.221265	
3021	0.221252	
3022	0.221261	
3023	0.221273	
3024	0.221282	
3025	0.221285	
3026	0.221269	
3027	0.221256	
3028	0.22125	
3029	0.221259	
3030	0.221248	
3031	0.221237	
3032	0.221226	
3033	0.221246	
3034	0.22125	
3035	0.221255	
3036	0.221275	
3037	0.221262	
3038	0.221246	
3039	0.221228	
3040	0.221223	
3041	0.221214	
3042	0.221205	
3043	0.221193	
3044	0.221181	
3045	0.221174	
3046	0.22117	
3047	0.221171	
3048	0.221166	
3049	0.221146	
3050	0.221156	
3051	0.221156	
3052	0.221172	
3053	0.221219	
3054	0.221202	
3055	0.221194	
3056	0.221207	
3057	0.221226	
3058	0.221212	
3059	0.221197	
3060	0.221207	
3061	0.221191	
3062	0.221188	
3063	0.221175	
3064	0.221159	
3065	0.221169	
3066	0.221193	
3067	0.221178	
3068	0.221163	
3069	0.221163	
3070	0.22116	
3071	0.221147	
3072	0.221145	
3073	0.221159	
3074	0.221158	
3075	0.22115	
3076	0.221157	
3077	0.22115	
3078	0.221134	
3079	0.221117	
3080	0.221128	
3081	0.221115	
3082	0.22112	
3083	0.221142	
3084	0.22114	
3085	0.221188	
3086	0.221212	
3087	0.221197	
3088	0.221188	
3089	0.221173	
3090	0.221194	
3091	0.221203	
3092	0.221203	
3093	0.221215	
3094	0.221207	
3095	0.221223	
3096	0.221205	
3097	0.221199	
3098	0.221212	
3099	0.2212	
3100	0.221186	
3101	0.221173	
3102	0.221163	
3103	0.221158	
3104	0.221143	
3105	0.221162	
3106	0.221169	
3107	0.221153	
3108	0.221179	
3109	0.221168	
3110	0.221153	
3111	0.221187	
3112	0.22118	
3113	0.221171	
3114	0.221159	
3115	0.221144	
3116	0.221148	
3117	0.221154	
3118	0.221172	
3119	0.221182	
3120	0.221172	
3121	0.221161	
3122	0.221173	
3123	0.221185	
3124	0.221204	
3125	0.221191	
3126	0.221181	
3127	0.221184	
3128	0.221171	
3129	0.22116	
3130	0.221171	
3131	0.221173	
3132	0.221159	
3133	0.221172	
3134	0.221161	
3135	0.221167	
3136	0.221178	
3137	0.221169	
3138	0.221184	
3139	0.22119	
3140	0.2212	
3141	0.221218	
3142	0.221236	
3143	0.22124	
3144	0.221231	
3145	0.221235	
3146	0.221238	
3147	0.22126	
3148	0.221243	
3149	0.221256	
3150	0.221246	
3151	0.221234	
3152	0.221219	
3153	0.221202	
3154	0.221192	
3155	0.221196	
3156	0.221196	
3157	0.221215	
3158	0.22121	
3159	0.221202	
3160	0.221188	
3161	0.221187	
3162	0.221171	
3163	0.22117	
3164	0.221181	
3165	0.22118	
3166	0.221178	
3167	0.221178	
3168	0.221169	
3169	0.221173	
3170	0.221181	
3171	0.221165	
3172	0.221162	
3173	0.221163	
3174	0.221178	
3175	0.221206	
3176	0.221197	
3177	0.221202	
3178	0.221223	
3179	0.221219	
3180	0.221233	
3181	0.221233	
3182	0.221229	
3183	0.221226	
3184	0.221219	
3185	0.221241	
3186	0.221226	
3187	0.221269	
3188	0.221263	
3189	0.221248	
3190	0.221235	
3191	0.221246	
3192	0.221275	
3193	0.221273	
3194	0.221264	
3195	0.221261	
3196	0.221262	
3197	0.221246	
3198	0.221251	
3199	0.22124	
3200	0.221236	
3201	0.221245	
3202	0.221239	
3203	0.221237	
3204	0.221244	
3205	0.221255	
3206	0.221246	
3207	0.221265	
3208	0.221255	
3209	0.221251	
3210	0.221248	
3211	0.221236	
3212	0.221284	
